Parameter,Parameter Code,Method Code (no format),Method Code,Recording Mode,Collection Description,Analysis Description,Method Type,Reference Method ID,Equivalent Method,Federal MDL,Min Value,Max Value,Digits,Round Truncate Indicator,Units
n-Nonane,43235,228,228,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes CIA TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Nonane,43235,229,229,Continuous,preconcentrator trap/thermal desorber - Nafion drier,PerkinElmer auto-GC dual FID – individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Nonane,43235,230,230,Continuous,preconcentrator trap/thermal desorber - Nafion drier,Markes Unity TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Nonane,43235,231,231,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes Unity TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Nonane,43235,232,232,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes CIA TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Nonane,43235,908,908,Intermittent,SKC Pump Charcoal Tube,GC/MS REAC SOP 1816,,,,1.06,-1.06,,2,R,Parts per billion Carbon
n-Octane,43233,91,091,Continuous,MANUAL,FLAME IONIZATION,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Octane,43233,101,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Octane,43233,110,110,Intermittent,SS-CANISTER-PRESSURIZED,GAS CHROMATOGRAPH MASS SPECTRO,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Octane,43233,120,120,Intermittent,SORBANT TUBE-CARBOSIEVE-C-TRAP,GAS CHROMATOGRAPH W/FLAME; GC FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Octane,43233,122,122,Intermittent,6L AMBIENT CANISTER,DUAL FID - PAMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Octane,43233,123,123,Intermittent,6L PRESSURIZED CANISTER,DUAL FID - PAMS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
n-Octane,43233,125,125,Continuous,PRECONCENTRATION TRAP,CHROMPACK AUTOMATED GC- SUBAMB FID,,,,0.136,-0.136,,3,R,Parts per billion Carbon
n-Octane,43233,126,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Octane,43233,127,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Octane,43233,128,128,Continuous,PRECONCENTRATION TRAP,PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.01,-0.01,,2,R,Parts per billion Carbon
n-Octane,43233,129,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Octane,43233,135,135,Continuous,INSTRUMENTAL,ENTECH CRYFOCUS/VARIAN GC/FINN DTMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Octane,43233,136,136,Continuous,INSTRUMENTAL,ENTECH 2000 W/ MS/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Octane,43233,137,137,Continuous,Instrumental,AIRCO-VOC C6/C12 GC/FID,,,,0.48,-0.48,,2,R,Parts per billion Carbon
n-Octane,43233,142,142,Continuous,Preconcen trap/Thermal Desorber,Auto GC (PE Clarus 500 dual col),,,,0.69788,-0.69788,,4,R,Parts per billion Carbon
n-Octane,43233,145,145,Intermittent,"6 L SS Canister Subamb press, passive coll",GC/Mass Spectro,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Octane,43233,146,146,Intermittent,6L PRESSURIZED CANISTER,PE8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Octane,43233,147,147,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - SATURN II GC/FID,,,,0.8,-0.8,,2,R,Parts per billion Carbon
n-Octane,43233,148,148,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - HP GC/FTIR/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Octane,43233,149,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Octane,43233,150,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Octane,43233,152,152,Intermittent,SS-CANISTER-AMBIENT,PRECONCENTRATOR GC/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Octane,43233,153,153,Intermittent,Pressurized Canister,GC with Multiple Detectors,,,,0.4,-0.4,,2,R,Parts per billion Carbon
n-Octane,43233,175,175,Intermittent,Passivated Canister,Cryogenic Preconcentration GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Octane,43233,176,176,Intermittent,6L SUBAMBIENT SS-CANISTER,ENTECH PRECONCENTRATOR GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Octane,43233,177,177,Intermittent,SS Canister Pressurized,Preconcentrator GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Octane,43233,211,211,Intermittent,SS Canister Subambient Pressure,Gas Chromatograph Mass Spectro,,,,0.1,-1.04,,1,R,Parts per billion Carbon
n-Octane,43233,221,221,Continuous,Preconcentrator trap/thermal desorber - no drier,CAS AirmOzone - benzene response - factor adjusted,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Octane,43233,222,222,Continuous,preconcentrator trap/thermal desorber - Nafion drier,CAS AirmOzone - butane response - factor adjusted,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Octane,43233,223,223,Continuous,preconcentrator trap/thermal desorber - no drier,CAS AirmOzone - benzene response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Octane,43233,224,224,Continuous,preconcentrator trap/thermal desorber - Nafion drier,CAS AirmOzone - butane response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Octane,43233,225,225,Continuous,preconcentrator trap/thermal desorber - Nafion drier,PerkinElmer auto-GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Octane,43233,226,226,Continuous,preconcentrator trap/thermal desorber - Nafion drier,Markes Unity TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Octane,43233,227,227,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes Unity TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Octane,43233,228,228,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes CIA TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Octane,43233,229,229,Continuous,preconcentrator trap/thermal desorber - Nafion drier,PerkinElmer auto-GC dual FID – individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Octane,43233,230,230,Continuous,preconcentrator trap/thermal desorber - Nafion drier,Markes Unity TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Octane,43233,231,231,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes Unity TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Octane,43233,232,232,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes CIA TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Octane,43233,902,902,Intermittent,SKC Pump Charcoal Tube,GC/FID NIOSH 1500,,,,3.44,-3.44,,2,R,Parts per billion Carbon
n-Octane,43233,908,908,Intermittent,SKC Pump Charcoal Tube,GC/MS REAC SOP 1816,,,,1.4,-1.4,,2,R,Parts per billion Carbon
n-Pentane,43220,91,091,Continuous,MANUAL,FLAME IONIZATION,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Pentane,43220,101,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Pentane,43220,104,104,Intermittent,TENAX/SPHEROCARB-SORBENT-TRAP,HEAT DESORPTION GC-FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Pentane,43220,110,110,Intermittent,SS-CANISTER-PRESSURIZED,GAS CHROMATOGRAPH MASS SPECTRO,,,,0.5,-0.5,,2,R,Parts per billion Carbon
n-Pentane,43220,120,120,Intermittent,SORBANT TUBE-CARBOSIEVE-C-TRAP,GAS CHROMATOGRAPH W/FLAME; GC FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Pentane,43220,122,122,Intermittent,6L AMBIENT CANISTER,DUAL FID - PAMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Pentane,43220,123,123,Intermittent,6L PRESSURIZED CANISTER,DUAL FID - PAMS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
n-Pentane,43220,125,125,Continuous,PRECONCENTRATION TRAP,CHROMPACK AUTOMATED GC- SUBAMB FID,,,,0.136,-0.136,,1,R,Parts per billion Carbon
n-Pentane,43220,126,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Pentane,43220,127,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Pentane,43220,128,128,Continuous,PRECONCENTRATION TRAP,PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.01,-0.01,,2,R,Parts per billion Carbon
n-Pentane,43220,129,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Pentane,43220,135,135,Continuous,INSTRUMENTAL,ENTECH CRYFOCUS/VARIAN GC/FINN DTMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Pentane,43220,136,136,Continuous,INSTRUMENTAL,ENTECH 2000 W/ MS/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Pentane,43220,137,137,Continuous,Instrumental,AIRCO-VOC C6/C12 GC/FID,,,,0.1,,,2,R,Parts per billion Carbon
n-Pentane,43220,142,142,Continuous,Preconcen trap/Thermal Desorber,Auto GC (PE Clarus 500 dual col),,,,0.60941,-0.60941,,4,R,Parts per billion Carbon
n-Pentane,43220,146,146,Intermittent,6L PRESSURIZED CANISTER,PE8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Pentane,43220,147,147,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - SATURN II GC/FID,,,,0.58,-0.58,,2,R,Parts per billion Carbon
n-Pentane,43220,148,148,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - HP GC/FTIR/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Pentane,43220,149,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Pentane,43220,150,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Pentane,43220,152,152,Intermittent,SS-CANISTER-AMBIENT,PRECONCENTRATOR GC/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Pentane,43220,175,175,Intermittent,Passivated Canister,Cryogenic Preconcentration GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Pentane,43220,176,176,Intermittent,6L SUBAMBIENT SS-CANISTER,ENTECH PRECONCENTRATOR GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Pentane,43220,177,177,Intermittent,SS Canister Pressurized,Preconcentrator GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Pentane,43220,221,221,Continuous,Preconcentrator trap/thermal desorber - no drier,CAS AirmOzone - benzene response - factor adjusted,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Pentane,43220,222,222,Continuous,preconcentrator trap/thermal desorber - Nafion drier,CAS AirmOzone - butane response - factor adjusted,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Pentane,43220,223,223,Continuous,preconcentrator trap/thermal desorber - no drier,CAS AirmOzone - benzene response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Pentane,43220,224,224,Continuous,preconcentrator trap/thermal desorber - Nafion drier,CAS AirmOzone - butane response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Pentane,43220,225,225,Continuous,preconcentrator trap/thermal desorber - Nafion drier,PerkinElmer auto-GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Pentane,43220,226,226,Continuous,preconcentrator trap/thermal desorber - Nafion drier,Markes Unity TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Pentane,43220,227,227,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes Unity TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Pentane,43220,228,228,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes CIA TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Pentane,43220,229,229,Continuous,preconcentrator trap/thermal desorber - Nafion drier,PerkinElmer auto-GC dual FID – individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Pentane,43220,230,230,Continuous,preconcentrator trap/thermal desorber - Nafion drier,Markes Unity TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Pentane,43220,231,231,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes Unity TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Pentane,43220,232,232,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes CIA TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Pentane,43220,902,902,Intermittent,SKC Pump Charcoal Tube,GC/FID NIOSH 1500,,,,2.68,-2.68,,2,R,Parts per billion Carbon
n-Propylbenzene,45209,91,091,Continuous,MANUAL,FLAME IONIZATION,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Propylbenzene,45209,101,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Propylbenzene,45209,120,120,Intermittent,SORBANT TUBE-CARBOSIEVE-C-TRAP,GAS CHROMATOGRAPH W/FLAME; GC FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Propylbenzene,45209,122,122,Intermittent,6L AMBIENT CANISTER,DUAL FID - PAMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Propylbenzene,45209,123,123,Intermittent,6L PRESSURIZED CANISTER,DUAL FID - PAMS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
n-Propylbenzene,45209,125,125,Continuous,PRECONCENTRATION TRAP,CHROMPACK AUTOMATED GC- SUBAMB FID,,,,0.136,-0.136,,3,R,Parts per billion Carbon
n-Propylbenzene,45209,126,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Propylbenzene,45209,127,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Propylbenzene,45209,128,128,Continuous,PRECONCENTRATION TRAP,PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.01,-0.01,,2,R,Parts per billion Carbon
n-Propylbenzene,45209,129,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Propylbenzene,45209,135,135,Continuous,INSTRUMENTAL,ENTECH CRYFOCUS/VARIAN GC/FINN DTMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Propylbenzene,45209,136,136,Continuous,INSTRUMENTAL,ENTECH 2000 W/ MS/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Propylbenzene,45209,137,137,Continuous,Instrumental,AIRCO-VOC C6/C12 GC/FID,,,,0.54,-0.54,,2,R,Parts per billion Carbon
n-Propylbenzene,45209,142,142,Continuous,Preconcen trap/Thermal Desorber,Auto GC (PE Clarus 500 dual col),,,,2.85747,-2.85747,,4,R,Parts per billion Carbon
n-Propylbenzene,45209,146,146,Intermittent,6L PRESSURIZED CANISTER,PE8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Propylbenzene,45209,147,147,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - SATURN II GC/FID,,,,0.93,-0.93,,2,R,Parts per billion Carbon
n-Propylbenzene,45209,148,148,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - HP GC/FTIR/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Propylbenzene,45209,149,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Propylbenzene,45209,150,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Propylbenzene,45209,152,152,Intermittent,SS-CANISTER-AMBIENT,PRECONCENTRATOR GC/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Propylbenzene,45209,175,175,Intermittent,Passivated Canister,Cryogenic Preconcentration GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Propylbenzene,45209,176,176,Intermittent," 6L SUBAMBIENT SS-CANISTER 	 	"," ENTECH PRECONCENTRATOR GC/MS	",,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Propylbenzene,45209,177,177,Intermittent,SS Canister Pressurized,Preconcentrator GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Propylbenzene,45209,221,221,Continuous,Preconcentrator trap/thermal desorber - no drier,CAS AirmOzone - benzene response - factor adjusted,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Propylbenzene,45209,222,222,Continuous,preconcentrator trap/thermal desorber - Nafion drier,CAS AirmOzone - butane response - factor adjusted,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Propylbenzene,45209,223,223,Continuous,preconcentrator trap/thermal desorber - no drier,CAS AirmOzone - benzene response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Propylbenzene,45209,224,224,Continuous,preconcentrator trap/thermal desorber - Nafion drier,CAS AirmOzone - butane response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Propylbenzene,45209,225,225,Continuous,preconcentrator trap/thermal desorber - Nafion drier,PerkinElmer auto-GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Propylbenzene,45209,226,226,Continuous,preconcentrator trap/thermal desorber - Nafion drier,Markes Unity TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Propylbenzene,45209,227,227,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes Unity TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Propylbenzene,45209,228,228,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes CIA TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Propylbenzene,45209,229,229,Continuous,preconcentrator trap/thermal desorber - Nafion drier,PerkinElmer auto-GC dual FID – individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Propylbenzene,45209,230,230,Continuous,preconcentrator trap/thermal desorber - Nafion drier,Markes Unity TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Propylbenzene,45209,231,231,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes Unity TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Propylbenzene,45209,232,232,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes CIA TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Undecane,43954,91,091,Continuous,MANUAL,FLAME IONIZATION,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Undecane,43954,101,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Undecane,43954,120,120,Intermittent,SORBANT TUBE-CARBOSIEVE-C-TRAP,GAS CHROMATOGRAPH W/FLAME; GC FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Undecane,43954,122,122,Intermittent,6L AMBIENT CANISTER,DUAL FID - PAMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Undecane,43954,123,123,Intermittent,6L PRESSURIZED CANISTER,DUAL FID - PAMS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
n-Undecane,43954,124,124,Intermittent,6L PRESSURIZED CANISTER,DUAL FID,,,,1,-1,,1,R,Parts per billion Carbon
n-Undecane,43954,125,125,Continuous,PRECONCENTRATION TRAP,CHROMPACK AUTOMATED GC- SUBAMB FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Undecane,43954,126,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Undecane,43954,127,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Undecane,43954,128,128,Continuous,PRECONCENTRATION TRAP,PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.01,-0.01,,2,R,Parts per billion Carbon
n-Undecane,43954,129,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Undecane,43954,135,135,Continuous,INSTRUMENTAL,ENTECH CRYFOCUS/VARIAN GC/FINN DTMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Undecane,43954,136,136,Continuous,INSTRUMENTAL,ENTECH 2000 W/ MS/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Undecane,43954,137,137,Continuous,Instrumental,AIRCO-VOC C6/C12 GC/FID,,,,0.77,-0.77,,2,R,Parts per billion Carbon
n-Undecane,43954,142,142,Continuous,Preconcen trap/Thermal Desorber,Auto GC (PE Clarus 500 dual col),,,,2.18391,-2.18391,,4,R,Parts per billion Carbon
n-Undecane,43954,146,146,Intermittent,6L PRESSURIZED CANISTER,PE8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Undecane,43954,147,147,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - SATURN II GC/FID,,,,1.61,-1.61,,2,R,Parts per billion Carbon
n-Undecane,43954,148,148,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - HP GC/FTIR/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Undecane,43954,149,149,Intermittent,6L SUBATM CANISTER,Entech Precon - GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Undecane,43954,150,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Undecane,43954,152,152,Intermittent,SS-CANISTER-AMBIENT,PRECONCENTRATOR GC/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Undecane,43954,175,175,Intermittent,Passivated Canister,Cryogenic Preconcentration GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Undecane,43954,176,176,Intermittent, 6L SUBAMBIENT SS-CANISTER,ENTECH PRECONCENTRATOR GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Undecane,43954,177,177,Intermittent,SS Canister Pressurized,Preconcentrator GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Undecane,43954,221,221,Continuous,Preconcentrator trap/thermal desorber - no drier,CAS AirmOzone - benzene response - factor adjusted,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Undecane,43954,222,222,Continuous,preconcentrator trap/thermal desorber - Nafion drier,CAS AirmOzone - butane response - factor adjusted,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Undecane,43954,223,223,Continuous,preconcentrator trap/thermal desorber - no drier,CAS AirmOzone - benzene response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Undecane,43954,224,224,Continuous,preconcentrator trap/thermal desorber - Nafion drier,CAS AirmOzone - butane response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Undecane,43954,225,225,Continuous,preconcentrator trap/thermal desorber - Nafion drier,PerkinElmer auto-GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Undecane,43954,226,226,Continuous,preconcentrator trap/thermal desorber - Nafion drier,Markes Unity TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Undecane,43954,227,227,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes Unity TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Undecane,43954,228,228,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes CIA TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Undecane,43954,229,229,Continuous,preconcentrator trap/thermal desorber - Nafion drier,PerkinElmer auto-GC dual FID – individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Undecane,43954,230,230,Continuous,preconcentrator trap/thermal desorber - Nafion drier,Markes Unity TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Undecane,43954,231,231,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes Unity TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Undecane,43954,232,232,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes CIA TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
n-Undecane,43954,908,908,Intermittent,SKC Pump Charcoal Tube,GC/MS REAC SOP 1816,,,,0.79,-0.79,,2,R,Parts per billion Carbon
o-Ethyltoluene,45211,91,091,Continuous,MANUAL,FLAME IONIZATION,,,,0.1,-0.1,,1,R,Parts per billion Carbon
o-Ethyltoluene,45211,101,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.1,-0.1,,1,R,Parts per billion Carbon
o-Ethyltoluene,45211,120,120,Intermittent,SORBANT TUBE-CARBOSIEVE;C-TRAP,GAS CHROMATOGRAPH W/FLAME; GC FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
o-Ethyltoluene,45211,122,122,Intermittent,6L AMBIENT CANISTER,DUAL FID - PAMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
